admin1,month,protest_count,repression_events,protest_count_t1
East Java,2024-01-01,22,0,39
East Java,2024-02-01,39,1,36
East Java,2024-03-01,36,0,8
East Java,2024-04-01,8,0,36
East Java,2024-05-01,36,1,23
East Java,2024-06-01,23,1,24
East Java,2024-07-01,24,0,45
East Java,2024-08-01,45,1,26
East Java,2024-09-01,26,0,25
East Java,2024-10-01,25,0,18
East Java,2024-11-01,18,0,27
East Java,2024-12-01,27,0,21
East Java,2025-01-01,21,1,NA
East Kalimantan,2019-01-01,0,0,0
East Kalimantan,2019-02-01,0,0,0
East Kalimantan,2019-03-01,0,0,1
East Kalimantan,2019-04-01,1,0,1
East Kalimantan,2019-05-01,1,0,1
East Kalimantan,2019-06-01,1,0,1
East Kalimantan,2019-07-01,1,0,2
East Kalimantan,2019-08-01,2,0,6
East Kalimantan,2019-09-01,6,3,3
East Kalimantan,2019-10-01,3,0,2
East Kalimantan,2019-11-01,2,0,3
East Kalimantan,2019-12-01,3,0,4
East Kalimantan,2020-01-01,4,0,10
East Kalimantan,2020-02-01,10,0,4
East Kalimantan,2020-03-01,4,0,1
East Kalimantan,2020-04-01,1,0,0
East Kalimantan,2020-05-01,0,0,5
East Kalimantan,2020-06-01,5,0,9
East Kalimantan,2020-07-01,9,0,10
East Kalimantan,2020-08-01,10,0,4
East Kalimantan,2020-09-01,4,0,13
East Kalimantan,2020-10-01,13,1,6
East Kalimantan,2020-11-01,6,0,0
East Kalimantan,2020-12-01,0,0,3
East Kalimantan,2021-01-01,3,0,0
East Kalimantan,2021-02-01,0,0,5
East Kalimantan,2021-03-01,5,0,8
East Kalimantan,2021-04-01,8,0,3
East Kalimantan,2021-05-01,3,0,5
East Kalimantan,2021-06-01,5,0,2
East Kalimantan,2021-07-01,2,1,7
East Kalimantan,2021-08-01,7,0,4
East Kalimantan,2021-09-01,4,0,5
East Kalimantan,2021-10-01,5,0,6
East Kalimantan,2021-11-01,6,1,3
East Kalimantan,2021-12-01,3,0,6
East Kalimantan,2022-01-01,6,0,4
East Kalimantan,2022-02-01,4,0,5
East Kalimantan,2022-03-01,5,0,2
East Kalimantan,2022-04-01,2,0,4
East Kalimantan,2022-05-01,4,0,4
East Kalimantan,2022-06-01,4,0,4
East Kalimantan,2022-07-01,4,0,9
East Kalimantan,2022-08-01,9,0,18
East Kalimantan,2022-09-01,18,1,11
East Kalimantan,2022-10-01,11,0,1
East Kalimantan,2022-11-01,1,0,0
East Kalimantan,2022-12-01,0,0,0
East Kalimantan,2023-01-01,0,0,3
East Kalimantan,2023-02-01,3,0,0
East Kalimantan,2023-03-01,0,0,3
East Kalimantan,2023-04-01,3,0,6
East Kalimantan,2023-05-01,6,0,5
East Kalimantan,2023-06-01,5,0,6
East Kalimantan,2023-07-01,6,0,10
East Kalimantan,2023-08-01,10,0,2
East Kalimantan,2023-09-01,2,0,5
East Kalimantan,2023-10-01,5,0,3
East Kalimantan,2023-11-01,3,0,9
East Kalimantan,2023-12-01,9,0,5
East Kalimantan,2024-01-01,5,0,4
East Kalimantan,2024-02-01,4,0,6
East Kalimantan,2024-03-01,6,0,2
East Kalimantan,2024-04-01,2,0,6
East Kalimantan,2024-05-01,6,0,4
East Kalimantan,2024-06-01,4,0,5
East Kalimantan,2024-07-01,5,0,14
East Kalimantan,2024-08-01,14,2,2
East Kalimantan,2024-09-01,2,0,2
East Kalimantan,2024-10-01,2,0,4
East Kalimantan,2024-11-01,4,0,3
East Kalimantan,2024-12-01,3,0,5
East Kalimantan,2025-01-01,5,0,NA
East Nusa Tenggara,2019-01-01,1,0,0
East Nusa Tenggara,2019-02-01,0,0,1
East Nusa Tenggara,2019-03-01,1,0,3
East Nusa Tenggara,2019-04-01,3,1,2
East Nusa Tenggara,2019-05-01,2,0,0
East Nusa Tenggara,2019-06-01,0,0,1
East Nusa Tenggara,2019-07-01,1,0,1
East Nusa Tenggara,2019-08-01,1,0,1
East Nusa Tenggara,2019-09-01,1,0,1
East Nusa Tenggara,2019-10-01,1,0,0
East Nusa Tenggara,2019-11-01,0,0,1
East Nusa Tenggara,2019-12-01,1,0,1
East Nusa Tenggara,2020-01-01,1,0,1
East Nusa Tenggara,2020-02-01,1,0,1
East Nusa Tenggara,2020-03-01,1,0,0
East Nusa Tenggara,2020-04-01,0,0,1
East Nusa Tenggara,2020-05-01,1,0,2
East Nusa Tenggara,2020-06-01,2,0,1
East Nusa Tenggara,2020-07-01,1,0,3
East Nusa Tenggara,2020-08-01,3,0,1
East Nusa Tenggara,2020-09-01,1,1,0
East Nusa Tenggara,2020-10-01,0,0,0
East Nusa Tenggara,2020-11-01,0,0,0
East Nusa Tenggara,2020-12-01,0,0,2
East Nusa Tenggara,2021-01-01,2,0,1
East Nusa Tenggara,2021-02-01,1,0,3
East Nusa Tenggara,2021-03-01,3,0,2
East Nusa Tenggara,2021-04-01,2,0,2
East Nusa Tenggara,2021-05-01,2,0,2
East Nusa Tenggara,2021-06-01,2,1,1
East Nusa Tenggara,2021-07-01,1,0,0
East Nusa Tenggara,2021-08-01,0,0,5
East Nusa Tenggara,2021-09-01,5,0,14
East Nusa Tenggara,2021-10-01,14,2,9
East Nusa Tenggara,2021-11-01,9,0,9
East Nusa Tenggara,2021-12-01,9,2,10
East Nusa Tenggara,2022-01-01,10,0,7
East Nusa Tenggara,2022-02-01,7,0,6
East Nusa Tenggara,2022-03-01,6,0,8
East Nusa Tenggara,2022-04-01,8,0,2
East Nusa Tenggara,2022-05-01,2,0,9
East Nusa Tenggara,2022-06-01,9,0,5
East Nusa Tenggara,2022-07-01,5,0,6
East Nusa Tenggara,2022-08-01,6,1,10
East Nusa Tenggara,2022-09-01,10,0,4
East Nusa Tenggara,2022-10-01,4,0,12
East Nusa Tenggara,2022-11-01,12,0,9
East Nusa Tenggara,2022-12-01,9,0,6
East Nusa Tenggara,2023-01-01,6,0,9
East Nusa Tenggara,2023-02-01,9,0,6
East Nusa Tenggara,2023-03-01,6,0,1
East Nusa Tenggara,2023-04-01,1,0,3
East Nusa Tenggara,2023-05-01,3,0,2
East Nusa Tenggara,2023-06-01,2,0,9
East Nusa Tenggara,2023-07-01,9,0,6
East Nusa Tenggara,2023-08-01,6,0,3
East Nusa Tenggara,2023-09-01,3,0,3
East Nusa Tenggara,2023-10-01,3,0,5
East Nusa Tenggara,2023-11-01,5,1,2
East Nusa Tenggara,2023-12-01,2,1,3
East Nusa Tenggara,2024-01-01,3,0,6
East Nusa Tenggara,2024-02-01,6,0,16
East Nusa Tenggara,2024-03-01,16,1,4
East Nusa Tenggara,2024-04-01,4,1,7
East Nusa Tenggara,2024-05-01,7,0,4
East Nusa Tenggara,2024-06-01,4,0,3
East Nusa Tenggara,2024-07-01,3,0,8
East Nusa Tenggara,2024-08-01,8,0,0
East Nusa Tenggara,2024-09-01,0,0,10
East Nusa Tenggara,2024-10-01,10,2,2
East Nusa Tenggara,2024-11-01,2,0,5
East Nusa Tenggara,2024-12-01,5,0,6
East Nusa Tenggara,2025-01-01,6,0,NA
Gorontalo,2019-01-01,0,0,0
Gorontalo,2019-02-01,0,0,0
Gorontalo,2019-03-01,0,0,0
Gorontalo,2019-04-01,0,0,0
Gorontalo,2019-05-01,0,0,0
Gorontalo,2019-06-01,0,0,0
Gorontalo,2019-07-01,0,0,0
Gorontalo,2019-08-01,0,0,1
Gorontalo,2019-09-01,1,0,0
Gorontalo,2019-10-01,0,0,0
Gorontalo,2019-11-01,0,0,0
Gorontalo,2019-12-01,0,0,0
Gorontalo,2020-01-01,0,0,1
Gorontalo,2020-02-01,1,0,0
Gorontalo,2020-03-01,0,0,0
Gorontalo,2020-04-01,0,0,1
Gorontalo,2020-05-01,1,0,0
Gorontalo,2020-06-01,0,0,1
Gorontalo,2020-07-01,1,1,1
Gorontalo,2020-08-01,1,0,0
Gorontalo,2020-09-01,0,0,0
Gorontalo,2020-10-01,0,0,1
Gorontalo,2020-11-01,1,0,1
Gorontalo,2020-12-01,1,0,0
Gorontalo,2021-01-01,0,0,2
Gorontalo,2021-02-01,2,0,0
Gorontalo,2021-03-01,0,0,0
Gorontalo,2021-04-01,0,0,1
Gorontalo,2021-05-01,1,0,0
Gorontalo,2021-06-01,0,0,0
Gorontalo,2021-07-01,0,0,0
Gorontalo,2021-08-01,0,0,0
Gorontalo,2021-09-01,0,0,0
Gorontalo,2021-10-01,0,0,0
Gorontalo,2021-11-01,0,0,0
Gorontalo,2021-12-01,0,0,2
Gorontalo,2022-01-01,2,0,2
Gorontalo,2022-02-01,2,0,2
Gorontalo,2022-03-01,2,0,2
Gorontalo,2022-04-01,2,0,3
Gorontalo,2022-05-01,3,0,5
Gorontalo,2022-06-01,5,0,2
Gorontalo,2022-07-01,2,0,2
Gorontalo,2022-08-01,2,0,3
Gorontalo,2022-09-01,3,0,1
Gorontalo,2022-10-01,1,0,5
Gorontalo,2022-11-01,5,0,2
Gorontalo,2022-12-01,2,0,1
Gorontalo,2023-01-01,1,0,2
Gorontalo,2023-02-01,2,0,3
Gorontalo,2023-03-01,3,0,0
Gorontalo,2023-04-01,0,0,5
Gorontalo,2023-05-01,5,0,1
Gorontalo,2023-06-01,1,0,2
Gorontalo,2023-07-01,2,0,2
Gorontalo,2023-08-01,2,0,0
Gorontalo,2023-09-01,0,0,5
Gorontalo,2023-10-01,5,0,3
Gorontalo,2023-11-01,3,0,4
Gorontalo,2023-12-01,4,0,1
Gorontalo,2024-01-01,1,0,1
Gorontalo,2024-02-01,1,0,2
Gorontalo,2024-03-01,2,0,0
Gorontalo,2024-04-01,0,0,7
Gorontalo,2024-05-01,7,0,4
Gorontalo,2024-06-01,4,0,5
Gorontalo,2024-07-01,5,0,3
Gorontalo,2024-08-01,3,1,5
Gorontalo,2024-09-01,5,0,3
Gorontalo,2024-10-01,3,0,0
Gorontalo,2024-11-01,0,0,3
Gorontalo,2024-12-01,3,1,4
Gorontalo,2025-01-01,4,0,NA
Highland Papua,2019-01-01,1,0,0
Highland Papua,2019-02-01,0,0,2
Highland Papua,2019-03-01,2,0,3
Highland Papua,2019-04-01,3,0,3
Highland Papua,2019-05-01,3,0,0
Highland Papua,2019-06-01,0,0,3
Highland Papua,2019-07-01,3,0,5
Highland Papua,2019-08-01,5,1,2
Highland Papua,2019-09-01,2,0,0
Highland Papua,2019-10-01,0,0,2
Highland Papua,2019-11-01,2,0,3
Highland Papua,2019-12-01,3,0,1
Highland Papua,2020-01-01,1,0,2
Highland Papua,2020-02-01,2,0,1
Highland Papua,2020-03-01,1,0,1
Highland Papua,2020-04-01,1,0,0
Highland Papua,2020-05-01,0,0,3
Highland Papua,2020-06-01,3,0,5
Highland Papua,2020-07-01,5,0,2
Highland Papua,2020-08-01,2,0,2
Highland Papua,2020-09-01,2,0,0
Highland Papua,2020-10-01,0,0,1
Highland Papua,2020-11-01,1,0,0
Highland Papua,2020-12-01,0,0,1
Highland Papua,2021-01-01,1,0,0
Highland Papua,2021-02-01,0,0,7
Highland Papua,2021-03-01,7,0,4
Highland Papua,2021-04-01,4,0,0
Highland Papua,2021-05-01,0,0,3
Highland Papua,2021-06-01,3,0,5
Highland Papua,2021-07-01,5,0,8
Highland Papua,2021-08-01,8,1,0
Highland Papua,2021-09-01,0,0,0
Highland Papua,2021-10-01,0,0,0
Highland Papua,2021-11-01,0,0,0
Highland Papua,2021-12-01,0,0,2
Highland Papua,2022-01-01,2,0,0
Highland Papua,2022-02-01,0,0,4
Highland Papua,2022-03-01,4,0,2
Highland Papua,2022-04-01,2,0,4
Highland Papua,2022-05-01,4,0,4
Highland Papua,2022-06-01,4,0,4
Highland Papua,2022-07-01,4,0,1
Highland Papua,2022-08-01,1,0,3
Highland Papua,2022-09-01,3,1,0
Highland Papua,2022-10-01,0,0,1
Highland Papua,2022-11-01,1,1,4
Highland Papua,2022-12-01,4,1,2
Highland Papua,2023-01-01,2,0,2
Highland Papua,2023-02-01,2,0,2
Highland Papua,2023-03-01,2,0,3
Highland Papua,2023-04-01,3,0,5
Highland Papua,2023-05-01,5,0,4
Highland Papua,2023-06-01,4,0,6
Highland Papua,2023-07-01,6,0,9
Highland Papua,2023-08-01,9,1,4
Highland Papua,2023-09-01,4,0,5
Highland Papua,2023-10-01,5,0,1
Highland Papua,2023-11-01,1,0,2
Highland Papua,2023-12-01,2,0,2
Highland Papua,2024-01-01,2,0,5
Highland Papua,2024-02-01,5,0,4
Highland Papua,2024-03-01,4,1,1
Highland Papua,2024-04-01,1,0,3
Highland Papua,2024-05-01,3,0,1
Highland Papua,2024-06-01,1,0,3
Highland Papua,2024-07-01,3,0,9
Highland Papua,2024-08-01,9,1,6
Highland Papua,2024-09-01,6,0,4
Highland Papua,2024-10-01,4,0,5
Highland Papua,2024-11-01,5,0,3
Highland Papua,2024-12-01,3,0,3
Highland Papua,2025-01-01,3,0,NA
Jakarta,2019-01-01,7,0,10
Jakarta,2019-02-01,10,0,11
Jakarta,2019-03-01,11,0,10
Jakarta,2019-04-01,10,1,11
Jakarta,2019-05-01,11,0,13
Jakarta,2019-06-01,13,1,11
Jakarta,2019-07-01,11,0,20
Jakarta,2019-08-01,20,1,22
Jakarta,2019-09-01,22,0,15
Jakarta,2019-10-01,15,1,17
Jakarta,2019-11-01,17,1,21
Jakarta,2019-12-01,21,1,17
Jakarta,2020-01-01,17,1,13
Jakarta,2020-02-01,13,1,8
Jakarta,2020-03-01,8,1,0
Jakarta,2020-04-01,0,0,2
Jakarta,2020-05-01,2,0,12
Jakarta,2020-06-01,12,0,26
Jakarta,2020-07-01,26,3,23
Jakarta,2020-08-01,23,2,10
Jakarta,2020-09-01,10,0,16
Jakarta,2020-10-01,16,1,22
Jakarta,2020-11-01,22,2,16
Jakarta,2020-12-01,16,1,12
Jakarta,2021-01-01,12,1,14
Jakarta,2021-02-01,14,0,18
Jakarta,2021-03-01,18,2,20
Jakarta,2021-04-01,20,2,19
Jakarta,2021-05-01,19,5,22
Jakarta,2021-06-01,22,2,6
Jakarta,2021-07-01,6,4,8
Jakarta,2021-08-01,8,3,26
Jakarta,2021-09-01,26,6,20
Jakarta,2021-10-01,20,3,43
Jakarta,2021-11-01,43,1,30
Jakarta,2021-12-01,30,2,26
Jakarta,2022-01-01,26,0,24
Jakarta,2022-02-01,24,0,36
Jakarta,2022-03-01,36,0,16
Jakarta,2022-04-01,16,1,21
Jakarta,2022-05-01,21,2,32
Jakarta,2022-06-01,32,0,27
Jakarta,2022-07-01,27,0,29
Jakarta,2022-08-01,29,0,52
Jakarta,2022-09-01,52,1,32
Jakarta,2022-10-01,32,1,33
Jakarta,2022-11-01,33,1,26
Jakarta,2022-12-01,26,0,31
Jakarta,2023-01-01,31,0,20
Jakarta,2023-02-01,20,0,45
Jakarta,2023-03-01,45,0,20
Jakarta,2023-04-01,20,0,41
Jakarta,2023-05-01,41,0,31
Jakarta,2023-06-01,31,0,27
Jakarta,2023-07-01,27,0,34
Jakarta,2023-08-01,34,1,38
Jakarta,2023-09-01,38,0,55
Jakarta,2023-10-01,55,2,49
Jakarta,2023-11-01,49,0,25
Jakarta,2023-12-01,25,0,28
Jakarta,2024-01-01,28,0,49
Jakarta,2024-02-01,49,1,41
Jakarta,2024-03-01,41,1,26
Jakarta,2024-04-01,26,0,37
Jakarta,2024-05-01,37,1,30
Jakarta,2024-06-01,30,0,41
Jakarta,2024-07-01,41,1,62
Jakarta,2024-08-01,62,0,36
Jakarta,2024-09-01,36,1,42
Jakarta,2024-10-01,42,1,39
Jakarta,2024-11-01,39,0,40
Jakarta,2024-12-01,40,0,30
Jakarta,2025-01-01,30,0,NA
Jambi,2019-01-01,0,0,2
Jambi,2019-02-01,2,0,0
Jambi,2019-03-01,0,0,0
Jambi,2019-04-01,0,0,1
Jambi,2019-05-01,1,0,2
Jambi,2019-06-01,2,0,0
Jambi,2019-07-01,0,0,1
Jambi,2019-08-01,1,0,5
Jambi,2019-09-01,5,2,2
Jambi,2019-10-01,2,0,0
Jambi,2019-11-01,0,0,0
Jambi,2019-12-01,0,0,3
Jambi,2020-01-01,3,0,0
Jambi,2020-02-01,0,0,2
Jambi,2020-03-01,2,1,0
Jambi,2020-04-01,0,0,2
Jambi,2020-05-01,2,0,2
Jambi,2020-06-01,2,0,2
Jambi,2020-07-01,2,0,1
Jambi,2020-08-01,1,0,3
Jambi,2020-09-01,3,0,0
Jambi,2020-10-01,0,0,0
Jambi,2020-11-01,0,0,2
Jambi,2020-12-01,2,0,0
Jambi,2021-01-01,0,0,0
Jambi,2021-02-01,0,0,1
Jambi,2021-03-01,1,0,5
Jambi,2021-04-01,5,0,0
Jambi,2021-05-01,0,0,1
Jambi,2021-06-01,1,0,0
Jambi,2021-07-01,0,0,0
Jambi,2021-08-01,0,0,2
Jambi,2021-09-01,2,0,1
Jambi,2021-10-01,1,1,6
Jambi,2021-11-01,6,1,5
Jambi,2021-12-01,5,0,4
Jambi,2022-01-01,4,0,1
Jambi,2022-02-01,1,0,7
Jambi,2022-03-01,7,0,3
Jambi,2022-04-01,3,1,3
Jambi,2022-05-01,3,0,1
Jambi,2022-06-01,1,0,2
Jambi,2022-07-01,2,0,6
Jambi,2022-08-01,6,0,14
Jambi,2022-09-01,14,0,4
Jambi,2022-10-01,4,0,2
Jambi,2022-11-01,2,0,3
Jambi,2022-12-01,3,0,2
Jambi,2023-01-01,2,0,5
Jambi,2023-02-01,5,0,8
Jambi,2023-03-01,8,0,2
Jambi,2023-04-01,2,0,10
Jambi,2023-05-01,10,0,4
Jambi,2023-06-01,4,0,2
Jambi,2023-07-01,2,1,2
Jambi,2023-08-01,2,0,6
Jambi,2023-09-01,6,0,5
Jambi,2023-10-01,5,0,6
Jambi,2023-11-01,6,0,4
Jambi,2023-12-01,4,0,5
Jambi,2024-01-01,5,0,0
Jambi,2024-02-01,0,0,0
Jambi,2024-03-01,0,0,1
Jambi,2024-04-01,1,0,3
Jambi,2024-05-01,3,0,5
Jambi,2024-06-01,5,1,3
Jambi,2024-07-01,3,0,3
Jambi,2024-08-01,3,0,2
Jambi,2024-09-01,2,0,4
Jambi,2024-10-01,4,0,1
Jambi,2024-11-01,1,0,1
Jambi,2024-12-01,1,0,4
Jambi,2025-01-01,4,0,NA
Lampung,2019-01-01,0,0,0
Lampung,2019-02-01,0,0,0
Lampung,2019-03-01,0,0,1
Lampung,2019-04-01,1,0,1
Lampung,2019-05-01,1,0,1
Lampung,2019-06-01,1,0,1
Lampung,2019-07-01,1,0,0
Lampung,2019-08-01,0,0,3
Lampung,2019-09-01,3,0,3
Lampung,2019-10-01,3,1,2
Lampung,2019-11-01,2,0,2
Lampung,2019-12-01,2,0,0
Lampung,2020-01-01,0,0,2
Lampung,2020-02-01,2,0,1
Lampung,2020-03-01,1,0,1
Lampung,2020-04-01,1,0,0
Lampung,2020-05-01,0,0,0
Lampung,2020-06-01,0,0,0
Lampung,2020-07-01,0,0,0
Lampung,2020-08-01,0,0,1
Lampung,2020-09-01,1,0,2
Lampung,2020-10-01,2,0,0
Lampung,2020-11-01,0,0,0
Lampung,2020-12-01,0,0,0
Lampung,2021-01-01,0,0,0
Lampung,2021-02-01,0,0,0
Lampung,2021-03-01,0,0,0
Lampung,2021-04-01,0,0,0
Lampung,2021-05-01,0,0,0
Lampung,2021-06-01,0,0,1
Lampung,2021-07-01,1,0,1
Lampung,2021-08-01,1,0,1
Lampung,2021-09-01,1,0,0
Lampung,2021-10-01,0,0,0
Lampung,2021-11-01,0,0,7
Lampung,2021-12-01,7,0,2
Lampung,2022-01-01,2,0,0
Lampung,2022-02-01,0,0,1
Lampung,2022-03-01,1,0,6
Lampung,2022-04-01,6,1,1
Lampung,2022-05-01,1,0,0
Lampung,2022-06-01,0,0,1
Lampung,2022-07-01,1,0,4
Lampung,2022-08-01,4,0,10
Lampung,2022-09-01,10,0,5
Lampung,2022-10-01,5,0,1
Lampung,2022-11-01,1,0,2
Lampung,2022-12-01,2,0,2
Lampung,2023-01-01,2,0,4
Lampung,2023-02-01,4,0,4
Lampung,2023-03-01,4,0,3
Lampung,2023-04-01,3,0,7
Lampung,2023-05-01,7,1,5
Lampung,2023-06-01,5,0,5
Lampung,2023-07-01,5,0,4
Lampung,2023-08-01,4,0,4
Lampung,2023-09-01,4,1,5
Lampung,2023-10-01,5,0,5
Lampung,2023-11-01,5,0,2
Lampung,2023-12-01,2,0,5
Lampung,2024-01-01,5,0,4
Lampung,2024-02-01,4,0,1
Lampung,2024-03-01,1,0,5
Lampung,2024-04-01,5,0,8
Lampung,2024-05-01,8,0,3
Lampung,2024-06-01,3,0,1
Lampung,2024-07-01,1,0,4
Lampung,2024-08-01,4,0,3
Lampung,2024-09-01,3,0,2
Lampung,2024-10-01,2,0,6
Lampung,2024-11-01,6,0,4
Lampung,2024-12-01,4,0,12
Lampung,2025-01-01,12,0,NA
Maluku,2019-01-01,1,0,0
Maluku,2019-02-01,0,0,0
Maluku,2019-03-01,0,0,0
Maluku,2019-04-01,0,0,0
Maluku,2019-05-01,0,0,0
Maluku,2019-06-01,0,0,1
Maluku,2019-07-01,1,0,1
Maluku,2019-08-01,1,0,1
Maluku,2019-09-01,1,0,1
Maluku,2019-10-01,1,1,0
Maluku,2019-11-01,0,0,1
Maluku,2019-12-01,1,1,0
Maluku,2020-01-01,0,0,3
Maluku,2020-02-01,3,2,3
Maluku,2020-03-01,3,0,1
Maluku,2020-04-01,1,1,2
Maluku,2020-05-01,2,0,4
Maluku,2020-06-01,4,0,2
Maluku,2020-07-01,2,1,1
Maluku,2020-08-01,1,1,7
Maluku,2020-09-01,7,0,4
Maluku,2020-10-01,4,0,3
Maluku,2020-11-01,3,0,0
Maluku,2020-12-01,0,0,0
Maluku,2021-01-01,0,0,1
Maluku,2021-02-01,1,0,2
Maluku,2021-03-01,2,1,1
Maluku,2021-04-01,1,0,3
Maluku,2021-05-01,3,1,1
Maluku,2021-06-01,1,0,5
Maluku,2021-07-01,5,2,4
Maluku,2021-08-01,4,1,3
Maluku,2021-09-01,3,0,5
Maluku,2021-10-01,5,1,2
Maluku,2021-11-01,2,0,2
Maluku,2021-12-01,2,1,6
Maluku,2022-01-01,6,0,5
Maluku,2022-02-01,5,0,2
Maluku,2022-03-01,2,0,4
Maluku,2022-04-01,4,0,1
Maluku,2022-05-01,1,0,2
Maluku,2022-06-01,2,0,3
Maluku,2022-07-01,3,0,1
Maluku,2022-08-01,1,0,14
Maluku,2022-09-01,14,1,2
Maluku,2022-10-01,2,0,1
Maluku,2022-11-01,1,0,1
Maluku,2022-12-01,1,0,3
Maluku,2023-01-01,3,0,4
Maluku,2023-02-01,4,0,5
Maluku,2023-03-01,5,0,3
Maluku,2023-04-01,3,0,4
Maluku,2023-05-01,4,0,4
Maluku,2023-06-01,4,0,5
Maluku,2023-07-01,5,0,2
Maluku,2023-08-01,2,0,2
Maluku,2023-09-01,2,0,5
Maluku,2023-10-01,5,0,9
Maluku,2023-11-01,9,0,5
Maluku,2023-12-01,5,0,2
Maluku,2024-01-01,2,0,0
Maluku,2024-02-01,0,0,2
Maluku,2024-03-01,2,0,4
Maluku,2024-04-01,4,0,1
Maluku,2024-05-01,1,0,5
Maluku,2024-06-01,5,0,7
Maluku,2024-07-01,7,0,4
Maluku,2024-08-01,4,0,7
Maluku,2024-09-01,7,0,7
Maluku,2024-10-01,7,0,7
Maluku,2024-11-01,7,0,6
Maluku,2024-12-01,6,0,9
Maluku,2025-01-01,9,0,NA
North Kalimantan,2019-01-01,0,0,0
North Kalimantan,2019-02-01,0,0,2
North Kalimantan,2019-03-01,2,0,0
North Kalimantan,2019-04-01,0,0,0
North Kalimantan,2019-05-01,0,0,0
North Kalimantan,2019-06-01,0,0,1
North Kalimantan,2019-07-01,1,0,0
North Kalimantan,2019-08-01,0,0,1
North Kalimantan,2019-09-01,1,1,0
North Kalimantan,2019-10-01,0,0,0
North Kalimantan,2019-11-01,0,0,0
North Kalimantan,2019-12-01,0,0,1
North Kalimantan,2020-01-01,1,0,1
North Kalimantan,2020-02-01,1,0,0
North Kalimantan,2020-03-01,0,0,0
North Kalimantan,2020-04-01,0,0,0
North Kalimantan,2020-05-01,0,0,1
North Kalimantan,2020-06-01,1,0,0
North Kalimantan,2020-07-01,0,0,0
North Kalimantan,2020-08-01,0,0,0
North Kalimantan,2020-09-01,0,0,1
North Kalimantan,2020-10-01,1,1,0
North Kalimantan,2020-11-01,0,0,0
North Kalimantan,2020-12-01,0,0,0
North Kalimantan,2021-01-01,0,0,0
North Kalimantan,2021-02-01,0,0,0
North Kalimantan,2021-03-01,0,0,1
North Kalimantan,2021-04-01,1,0,5
North Kalimantan,2021-05-01,5,0,3
North Kalimantan,2021-06-01,3,0,0
North Kalimantan,2021-07-01,0,0,0
North Kalimantan,2021-08-01,0,0,4
North Kalimantan,2021-09-01,4,0,0
North Kalimantan,2021-10-01,0,0,3
North Kalimantan,2021-11-01,3,0,0
North Kalimantan,2021-12-01,0,0,2
North Kalimantan,2022-01-01,2,0,2
North Kalimantan,2022-02-01,2,0,0
North Kalimantan,2022-03-01,0,0,0
North Kalimantan,2022-04-01,0,0,0
North Kalimantan,2022-05-01,0,0,2
North Kalimantan,2022-06-01,2,0,4
North Kalimantan,2022-07-01,4,0,4
North Kalimantan,2022-08-01,4,0,5
North Kalimantan,2022-09-01,5,0,2
North Kalimantan,2022-10-01,2,0,2
North Kalimantan,2022-11-01,2,0,0
North Kalimantan,2022-12-01,0,0,0
North Kalimantan,2023-01-01,0,0,1
North Kalimantan,2023-02-01,1,0,2
North Kalimantan,2023-03-01,2,0,3
North Kalimantan,2023-04-01,3,0,3
North Kalimantan,2023-05-01,3,0,2
North Kalimantan,2023-06-01,2,0,3
North Kalimantan,2023-07-01,3,0,2
North Kalimantan,2023-08-01,2,0,0
North Kalimantan,2023-09-01,0,0,1
North Kalimantan,2023-10-01,1,0,0
North Kalimantan,2023-11-01,0,0,3
North Kalimantan,2023-12-01,3,0,3
North Kalimantan,2024-01-01,3,0,0
North Kalimantan,2024-02-01,0,0,0
North Kalimantan,2024-03-01,0,0,0
North Kalimantan,2024-04-01,0,0,0
North Kalimantan,2024-05-01,0,0,2
North Kalimantan,2024-06-01,2,0,2
North Kalimantan,2024-07-01,2,0,2
North Kalimantan,2024-08-01,2,0,2
North Kalimantan,2024-09-01,2,0,1
North Kalimantan,2024-10-01,1,0,0
North Kalimantan,2024-11-01,0,0,1
North Kalimantan,2024-12-01,1,0,2
North Kalimantan,2025-01-01,2,0,NA
North Maluku,2019-01-01,0,0,0
North Maluku,2019-02-01,0,0,0
North Maluku,2019-03-01,0,0,0
North Maluku,2019-04-01,0,0,0
North Maluku,2019-05-01,0,0,1
North Maluku,2019-06-01,1,0,1
North Maluku,2019-07-01,1,0,2
North Maluku,2019-08-01,2,1,1
North Maluku,2019-09-01,1,0,0
North Maluku,2019-10-01,0,0,0
North Maluku,2019-11-01,0,0,2
North Maluku,2019-12-01,2,1,1
North Maluku,2020-01-01,1,0,0
North Maluku,2020-02-01,0,0,1
North Maluku,2020-03-01,1,1,1
North Maluku,2020-04-01,1,0,1
North Maluku,2020-05-01,1,0,0
North Maluku,2020-06-01,0,0,0
North Maluku,2020-07-01,0,0,1
North Maluku,2020-08-01,1,0,0
North Maluku,2020-09-01,0,0,0
North Maluku,2020-10-01,0,0,0
North Maluku,2020-11-01,0,0,1
North Maluku,2020-12-01,1,1,0
North Maluku,2021-01-01,0,0,0
North Maluku,2021-02-01,0,0,0
North Maluku,2021-03-01,0,0,0
North Maluku,2021-04-01,0,0,1
North Maluku,2021-05-01,1,0,0
North Maluku,2021-06-01,0,0,1
North Maluku,2021-07-01,1,0,0
North Maluku,2021-08-01,0,0,0
North Maluku,2021-09-01,0,0,1
North Maluku,2021-10-01,1,0,2
North Maluku,2021-11-01,2,0,1
